"ï..Antibiotic","Country","X..non.susceptibles","Intermediate","Nonsusceptible","tested","Pathogen","Resistant","SPECIMEN..Sample.","Susceptible"
"Ciprofloxacin","Malaysia","0%",0,0,39,"Salmonella spp",0,"stool",39
"Ceftriaxone","Malaysia","14%",0,0,28,"Salmonella spp",4,"stool",24
"Cefotaxime","Malaysia","0%",0,0,14,"Salmonella spp",0,"stool",14
"Ceftazidime","South Africa","67%",0,0,3,"Salmonella spp",2,"stool",1
"Ciprofloxacin","South Africa","",0,0,0,"Salmonella spp",0,"stool",0
"Ertapenem","Malaysia","13%",0,0,48,"Salmonella spp",6,"stool",42
"Ertapenem","South Africa","0%",0,0,20,"Salmonella spp",0,"stool",20
"Meropenem","Malaysia","0%",0,0,31,"Salmonella spp",0,"stool",31
"Ceftazidime","Korea","",0,0,0,"Salmonella spp",0,"stool",0
"Ciprofloxacin","Korea","0%",0,0,1,"Salmonella spp",0,"stool",1
"Ceftriaxone","Malaysia","0%",0,0,1,"Salmonella spp",0,"stool",1
"Cefotaxime","Korea","",0,0,0,"Salmonella spp",0,"stool",0
"Cefotaxime","Malaysia","0%",0,0,1,"Salmonella spp",0,"stool",1
"Ertapenem","South Africa","60%",0,0,20,"Salmonella spp",12,"stool",8
"Imipenem","Korea","86%",0,0,7,"Salmonella spp",6,"stool",1
"Imipenem","Malaysia","0%",0,0,1,"Salmonella spp",0,"stool",1
"Meropenem","South Africa","75%",2,0,20,"Salmonella spp",13,"stool",5
"Azithromycin","Korea","",0,0,0,"Shigella spp",0,"stool",0
"Ceftazidime","South Africa","",0,0,0,"Shigella spp",0,"stool",0
"Ciprofloxacin","Korea","",0,0,0,"Shigella spp",0,"stool",0
"Ciprofloxacin","South Africa","53%",0,0,19,"Shigella spp",10,"stool",9
"Ceftazidime","South Africa","5%",0,0,20,"Shigella spp",1,"stool",19
"Ciprofloxacin","South Africa","75%",2,0,20,"Shigella spp",13,"stool",5
"Ceftriaxone","South Africa","43%",0,0,7,"Shigella spp",3,"stool",4
"Ceftazidime","South Africa","60%",0,0,5,"Shigella spp",3,"stool",2
"Ceftriaxone","South Africa","60%",1,0,5,"Shigella spp",2,"stool",2
"Azithromycin","Korea","",0,0,0,"Shigella spp",0,"stool",0
"Ceftazidime","Korea","0%",0,0,1,"Shigella spp",0,"stool",1
"Ceftazidime","South Africa","25%",0,0,8,"Shigella spp",2,"stool",6
"Ceftazidime","Zambia","0%",0,0,1,"Shigella spp",0,"stool",1
"Ciprofloxacin","Korea","",0,0,0,"Shigella spp",0,"stool",0
"Ciprofloxacin","Malaysia","0%",0,0,1,"Shigella spp",0,"stool",1
"Ciprofloxacin","Zambia","0%",0,0,1,"Shigella spp",0,"stool",1
"Ceftriaxone","Malaysia","0%",0,0,1,"Shigella spp",0,"stool",1
"Cefotaxime","Korea","",0,0,0,"Shigella spp",0,"stool",0
"Cefotaxime","Malaysia","0%",0,0,1,"Shigella spp",0,"stool",1
"Cefotaxime","Zambia","0%",0,0,1,"Shigella spp",0,"stool",1
"Cephalosporins","Malaysia","0%",0,0,1,"Shigella spp",0,"stool",1
"Ampicillin","United Arab Emirates","0%",0,0,1,"Escherichia coli",0,"urine",1
"Ampicillin","Philippines","50%",0,0,2,"Escherichia coli",1,"urine",1
"Ceftazidime","United Arab Emirates","",0,0,0,"Escherichia coli",0,"urine",0
"Ceftazidime","Korea","",0,0,0,"Escherichia coli",0,"urine",0
"Ceftazidime","Thailand","",0,0,0,"Escherichia coli",0,"urine",0
"Ciprofloxacin","Thailand","",0,0,0,"Escherichia coli",0,"urine",0
"Colistin","Korea","100%",0,0,1,"Escherichia coli",1,"urine",0
"Ceftriaxone","Philippines","",0,0,0,"Escherichia coli",0,"urine",0
"Cefotaxime","Korea","",0,0,0,"Escherichia coli",0,"urine",0
"Cefotaxime","Philippines","50%",0,0,2,"Escherichia coli",1,"urine",1
"Ertapenem","United Arab Emirates","0%",0,0,1,"Escherichia coli",0,"urine",1
"Cefepime","Korea","100%",0,0,1,"Escherichia coli",1,"urine",0
"Cefepime","Philippines","0%",0,0,1,"Escherichia coli",0,"urine",1
"Cefepime","Thailand","",0,0,0,"Escherichia coli",0,"urine",0
"Imipenem","United Arab Emirates","100%",0,0,1,"Escherichia coli",1,"urine",0
"Imipenem","Korea","0%",0,0,1,"Escherichia coli",0,"urine",1
"Imipenem","Thailand","0%",0,0,1,"Escherichia coli",0,"urine",1
"Cephalosporins","United Arab Emirates","",0,0,0,"Escherichia coli",0,"urine",0
"Cephalosporins","Philippines","50%",0,0,2,"Escherichia coli",1,"urine",1
"Carbapenems","Thailand","0%",0,0,1,"Escherichia coli",0,"urine",1
"Fluoroquinolones","Philippines","",0,0,0,"Escherichia coli",0,"urine",0
"Levofloxacin","Philippines","83%",0,0,6,"Escherichia coli",5,"urine",1
"Meropenem","Korea","100%",0,0,1,"Escherichia coli",1,"urine",0
"Co-trimoxazole","Philippines","17%",0,0,6,"Escherichia coli",1,"urine",5
"Co-trimoxazole","Thailand","0%",0,0,2,"Escherichia coli",0,"urine",2
"Ampicillin","Thailand","",0,0,0,"Escherichia coli",0,"urine",0
"Ceftazidime","Philippines","",0,0,0,"Escherichia coli",0,"urine",0
"Ceftazidime","Thailand","0%",0,0,1,"Escherichia coli",0,"urine",1
"Ciprofloxacin","United Arab Emirates","0%",0,0,2,"Escherichia coli",0,"urine",2
"Ciprofloxacin","Korea","",0,0,0,"Escherichia coli",0,"urine",0
"Ciprofloxacin","Thailand","0%",0,0,1,"Escherichia coli",0,"urine",1
"Colistin","United Arab Emirates","",0,0,0,"Escherichia coli",0,"urine",0
"Colistin","Korea","100%",1,0,1,"Escherichia coli",0,"urine",0
"Colistin","Philippines","0%",0,0,11,"Escherichia coli",0,"urine",11
"Colistin","Thailand","",0,0,0,"Escherichia coli",0,"urine",0
"Ceftriaxone","Philippines","0%",0,0,14,"Escherichia coli",0,"urine",14
"Ceftriaxone","Thailand","",0,0,0,"Escherichia coli",0,"urine",0
"Cefotaxime","United Arab Emirates","",0,0,0,"Escherichia coli",0,"urine",0
"Cefotaxime","Korea","",0,0,0,"Escherichia coli",0,"urine",0
"Ertapenem","Korea","100%",0,0,1,"Escherichia coli",1,"urine",0
"Ertapenem","Philippines","0%",0,0,1,"Escherichia coli",0,"urine",1
"Cefepime","United Arab Emirates","0%",0,0,2,"Escherichia coli",0,"urine",2
"Cefepime","Korea","",0,0,0,"Escherichia coli",0,"urine",0
"Cefepime","Philippines","",0,0,0,"Escherichia coli",0,"urine",0
"Cefepime","Thailand","",0,0,0,"Escherichia coli",0,"urine",0
"Imipenem","Philippines","63%",0,0,8,"Escherichia coli",5,"urine",3
"Cephalosporins","Philippines","",0,0,0,"Escherichia coli",0,"urine",0
"Trimethoprim-sulfa","Korea","",0,0,0,"Escherichia coli",0,"urine",0
"Fluoroquinolones","United Arab Emirates","20%",0,0,5,"Escherichia coli",1,"urine",4
"Fluoroquinolones","Thailand","",0,0,0,"Escherichia coli",0,"urine",0
"Levofloxacin","Thailand","0%",0,0,1,"Escherichia coli",0,"urine",1
"Meropenem","Philippines","",0,0,0,"Escherichia coli",0,"urine",0
"Meropenem","Thailand","0%",0,0,1,"Escherichia coli",0,"urine",1
"Co-trimoxazole","United Arab Emirates","0%",0,0,1,"Escherichia coli",0,"urine",1
"Co-trimoxazole","Philippines","50%",0,0,10,"Escherichia coli",5,"urine",5
"Co-trimoxazole","Thailand","",0,0,0,"Escherichia coli",0,"urine",0
"Ampicillin","Korea","100%",0,0,3,"Escherichia coli",3,"urine",0
"Ampicillin","Philippines","0%",0,0,12,"Escherichia coli",0,"urine",12
"Ceftazidime","Korea","",0,0,0,"Escherichia coli",0,"urine",0
"Ceftazidime","Philippines","0%",0,0,7,"Escherichia coli",0,"urine",7
"Ciprofloxacin","United Arab Emirates","",0,0,0,"Escherichia coli",0,"urine",0
"Ciprofloxacin","Korea","100%",0,0,3,"Escherichia coli",3,"urine",0
"Colistin","Philippines","0%",0,0,2,"Escherichia coli",0,"urine",2
"Ceftriaxone","Philippines","49%",0,0,47,"Escherichia coli",23,"urine",24
"Ceftriaxone","Thailand","0%",0,0,1,"Escherichia coli",0,"urine",1
"Cefotaxime","Korea","100%",0,0,1,"Escherichia coli",1,"urine",0
"Cefotaxime","Thailand","0%",0,0,1,"Escherichia coli",0,"urine",1
"Doripenem","Philippines","17%",1,0,6,"Escherichia coli",0,"urine",5
"Ertapenem","United Arab Emirates","0%",0,0,1,"Escherichia coli",0,"urine",1
"Ertapenem","Korea","100%",0,0,2,"Escherichia coli",2,"urine",0
"Ertapenem","Philippines","86%",1,0,7,"Escherichia coli",5,"urine",1
"Imipenem","Korea","100%",0,0,1,"Escherichia coli",1,"urine",0
"Cephalosporins","Thailand","25%",0,0,4,"Escherichia coli",1,"urine",3
"Carbapenems","Philippines","0%",0,0,1,"Escherichia coli",0,"urine",1
"Carbapenems","Thailand","67%",0,0,3,"Escherichia coli",2,"urine",1
"Trimethoprim-sulfa","Korea","",0,0,0,"Escherichia coli",0,"urine",0
"Fluoroquinolones","United Arab Emirates","0%",0,0,3,"Escherichia coli",0,"urine",3
"Levofloxacin","United Arab Emirates","0%",0,0,1,"Escherichia coli",0,"urine",1
"Meropenem","United Arab Emirates","0%",0,0,1,"Escherichia coli",0,"urine",1
"Meropenem","Korea","100%",0,0,2,"Escherichia coli",2,"urine",0
"Meropenem","Philippines","100%",0,0,1,"Escherichia coli",1,"urine",0
"Meropenem","Thailand","100%",0,0,1,"Escherichia coli",1,"urine",0
"Co-trimoxazole","Philippines","100%",0,0,1,"Escherichia coli",1,"urine",0
"Ampicillin","Korea","",0,0,0,"Escherichia coli",0,"urine",0
"Ceftazidime","Korea","100%",0,0,1,"Escherichia coli",1,"urine",0
"Ciprofloxacin","Korea","",0,0,0,"Escherichia coli",0,"urine",0
"Ciprofloxacin","Philippines","0%",0,0,1,"Escherichia coli",0,"urine",1
"Ciprofloxacin","Thailand","",0,0,0,"Escherichia coli",0,"urine",0
"Colistin","Philippines","67%",0,0,3,"Escherichia coli",2,"urine",1
"Ceftriaxone","United Arab Emirates","",0,0,0,"Escherichia coli",0,"urine",0
"Cefotaxime","Thailand","0%",0,0,1,"Escherichia coli",0,"urine",1
"Cefepime","United Arab Emirates","",0,0,0,"Escherichia coli",0,"urine",0
"Cefepime","Korea","",0,0,0,"Escherichia coli",0,"urine",0
"Cefepime","Philippines","33%",0,0,3,"Escherichia coli",1,"urine",2
"Imipenem","United Arab Emirates","0%",0,0,1,"Escherichia coli",0,"urine",1
"Imipenem","Korea","",0,0,0,"Escherichia coli",0,"urine",0
"Imipenem","Thailand","0%",0,0,1,"Escherichia coli",0,"urine",1
"Cephalosporins","Philippines","0%",0,0,1,"Escherichia coli",0,"urine",1
"Carbapenems","Philippines","50%",0,0,6,"Escherichia coli",3,"urine",3
"Trimethoprim-sulfa","Korea","",0,0,0,"Escherichia coli",0,"urine",0
"Fluoroquinolones","United Arab Emirates","100%",1,0,1,"Escherichia coli",0,"urine",0
"Levofloxacin","United Arab Emirates","0%",0,0,1,"Escherichia coli",0,"urine",1
"Levofloxacin","Thailand","0%",0,0,1,"Escherichia coli",0,"urine",1
"Meropenem","United Arab Emirates","0%",0,0,1,"Escherichia coli",0,"urine",1
"Meropenem","Korea","",0,0,0,"Escherichia coli",0,"urine",0
"Co-trimoxazole","United Arab Emirates","",0,0,0,"Escherichia coli",0,"urine",0
"Co-trimoxazole","Philippines","0%",0,0,1,"Escherichia coli",0,"urine",1
"Co-trimoxazole","Thailand","",0,0,0,"Escherichia coli",0,"urine",0
"Ampicillin","Korea","",0,0,0,"Escherichia coli",0,"urine",0
"Ampicillin","Thailand","100%",0,0,1,"Escherichia coli",1,"urine",0
"Ceftazidime","Korea","",0,0,0,"Escherichia coli",0,"urine",0
"Ciprofloxacin","Korea","100%",0,0,1,"Escherichia coli",1,"urine",0
"Ciprofloxacin","Philippines","100%",0,0,1,"Escherichia coli",1,"urine",0
"Colistin","Korea","100%",0,0,1,"Escherichia coli",1,"urine",0
"Colistin","Philippines","",0,0,0,"Escherichia coli",0,"urine",0
"Ceftriaxone","Philippines","",0,0,0,"Escherichia coli",0,"urine",0
"Ceftriaxone","Thailand","",0,0,0,"Escherichia coli",0,"urine",0
"Cefotaxime","Thailand","100%",0,0,1,"Escherichia coli",1,"urine",0
"Ertapenem","Korea","100%",0,0,1,"Escherichia coli",1,"urine",0
"Ertapenem","Philippines","100%",0,0,1,"Escherichia coli",1,"urine",0
"Ertapenem","Thailand","100%",1,0,1,"Escherichia coli",0,"urine",0
"Cefepime","Korea","",0,0,0,"Escherichia coli",0,"urine",0
"Imipenem","Korea","100%",0,0,2,"Escherichia coli",2,"urine",0
"Imipenem","Thailand","",0,0,0,"Escherichia coli",0,"urine",0
"Cephalosporins","Philippines","0%",0,0,1,"Escherichia coli",0,"urine",1
"Cephalosporins","Thailand","0%",0,0,1,"Escherichia coli",0,"urine",1
"Trimethoprim-sulfa","Korea","0%",0,0,1,"Escherichia coli",0,"urine",1
"Fluoroquinolones","Thailand","",0,0,0,"Escherichia coli",0,"urine",0
"Ampicillin","Korea","",0,0,0,"Escherichia coli",0,"urine",0
"Ampicillin","Thailand","",0,0,0,"Escherichia coli",0,"urine",0
"Ceftazidime","Korea","",0,0,0,"Escherichia coli",0,"urine",0
"Ceftazidime","Thailand","",0,0,0,"Escherichia coli",0,"urine",0
"Ciprofloxacin","Korea","100%",0,0,1,"Escherichia coli",1,"urine",0
"Colistin","Korea","100%",0,0,1,"Escherichia coli",1,"urine",0
"Ceftriaxone","Thailand","",0,0,0,"Escherichia coli",0,"urine",0
"Cefotaxime","Korea","",0,0,0,"Escherichia coli",0,"urine",0
"Cefotaxime","Philippines","0%",0,0,3,"Escherichia coli",0,"urine",3
"Ertapenem","Korea","",0,0,0,"Escherichia coli",0,"urine",0
"Cefepime","Korea","",0,0,0,"Escherichia coli",0,"urine",0
"Cefepime","Philippines","0%",0,0,8,"Escherichia coli",0,"urine",8
"Cefepime","Thailand","",0,0,0,"Escherichia coli",0,"urine",0
"Imipenem","Philippines","",0,0,0,"Escherichia coli",0,"urine",0
"Cephalosporins","Philippines","",0,0,0,"Escherichia coli",0,"urine",0
"Carbapenems","Philippines","0%",0,0,5,"Escherichia coli",0,"urine",5
"Carbapenems","Thailand","",0,0,0,"Escherichia coli",0,"urine",0
"Fluoroquinolones","Thailand","0%",0,0,1,"Escherichia coli",0,"urine",1
"Ampicillin","Korea","0%",0,0,1,"Escherichia coli",0,"urine",1
"Ceftazidime","Korea","",0,0,0,"Escherichia coli",0,"urine",0
"Ceftazidime","Philippines","0%",0,0,1,"Escherichia coli",0,"urine",1
"Ceftazidime","Saudi Arabia","",0,0,0,"Escherichia coli",0,"urine",0
"Ciprofloxacin","Korea","0%",0,0,1,"Escherichia coli",0,"urine",1
"Ciprofloxacin","Thailand","0%",0,0,1,"Escherichia coli",0,"urine",1
"Colistin","Korea","",0,0,0,"Escherichia coli",0,"urine",0
"Colistin","Thailand","0%",0,0,1,"Escherichia coli",0,"urine",1
"Ceftriaxone","Thailand","",0,0,0,"Escherichia coli",0,"urine",0
"Cefotaxime","Philippines","",0,0,0,"Escherichia coli",0,"urine",0
"Ertapenem","Korea","",0,0,0,"Escherichia coli",0,"urine",0
"Ertapenem","Philippines","0%",0,0,3,"Escherichia coli",0,"urine",3
"Ertapenem","Thailand","0%",0,0,1,"Escherichia coli",0,"urine",1
"Cefepime","Philippines","0%",0,0,1,"Escherichia coli",0,"urine",1
"Imipenem","Korea","",0,0,0,"Escherichia coli",0,"urine",0
"Imipenem","Saudi Arabia","100%",0,0,1,"Escherichia coli",1,"urine",0
"Cephalosporins","Saudi Arabia","100%",0,0,1,"Escherichia coli",1,"urine",0
"Carbapenems","Philippines","0%",0,0,3,"Escherichia coli",0,"urine",3
"Carbapenems","Saudi Arabia","0%",0,0,1,"Escherichia coli",0,"urine",1
"Carbapenems","Thailand","100%",0,0,1,"Escherichia coli",1,"urine",0
"Fluoroquinolones","Philippines","",0,0,0,"Escherichia coli",0,"urine",0
"Fluoroquinolones","Saudi Arabia","0%",0,0,1,"Escherichia coli",0,"urine",1
"Fluoroquinolones","Thailand","0%",0,0,1,"Escherichia coli",0,"urine",1
"Levofloxacin","Philippines","0%",0,0,4,"Escherichia coli",0,"urine",4
"Levofloxacin","Thailand","0%",0,0,1,"Escherichia coli",0,"urine",1
"Meropenem","Philippines","",0,0,0,"Escherichia coli",0,"urine",0
"Ampicillin","Korea","",0,0,0,"Escherichia coli",0,"urine",0
"Ceftazidime","Korea","",0,0,0,"Escherichia coli",0,"urine",0
"Ceftazidime","Philippines","0%",0,0,1,"Escherichia coli",0,"urine",1
"Ceftazidime","Thailand","",0,0,0,"Escherichia coli",0,"urine",0
"Ciprofloxacin","Korea","100%",0,0,1,"Escherichia coli",1,"urine",0
"Colistin","United Arab Emirates","27%",1,0,22,"Escherichia coli",5,"urine",16
"Colistin","Korea","",0,0,0,"Escherichia coli",0,"urine",0
"Colistin","Thailand","100%",0,0,1,"Escherichia coli",1,"urine",0
"Ceftriaxone","United Arab Emirates","",0,0,0,"Escherichia coli",0,"urine",0
"Cefotaxime","United Arab Emirates","",0,0,0,"Escherichia coli",0,"urine",0
"Cefotaxime","Korea","",0,0,0,"Escherichia coli",0,"urine",0
"Cefotaxime","Philippines","0%",0,0,5,"Escherichia coli",0,"urine",5
"Ertapenem","Korea","100%",0,0,1,"Escherichia coli",1,"urine",0
"Ertapenem","Philippines","",0,0,0,"Escherichia coli",0,"urine",0
"Ertapenem","Saudi Arabia","",0,0,0,"Escherichia coli",0,"urine",0
"Ertapenem","Thailand","0%",0,0,1,"Escherichia coli",0,"urine",1
"Cefepime","Korea","",0,0,0,"Escherichia coli",0,"urine",0
"Cefepime","Saudi Arabia","",0,0,0,"Escherichia coli",0,"urine",0
"Cefepime","Thailand","100%",0,0,1,"Escherichia coli",1,"urine",0
"Imipenem","Korea","",0,0,0,"Escherichia coli",0,"urine",0
"Imipenem","Thailand","",0,0,0,"Escherichia coli",0,"urine",0
"Cephalosporins","United Arab Emirates","",0,0,0,"Escherichia coli",0,"urine",0
"Cephalosporins","Philippines","0%",0,0,1,"Escherichia coli",0,"urine",1
"Carbapenems","United Arab Emirates","",0,0,0,"Escherichia coli",0,"urine",0
"Carbapenems","Saudi Arabia","",0,0,0,"Escherichia coli",0,"urine",0
"Carbapenems","Thailand","",0,0,0,"Escherichia coli",0,"urine",0
"Fluoroquinolones","United Arab Emirates","",0,0,0,"Escherichia coli",0,"urine",0
"Fluoroquinolones","Saudi Arabia","",0,0,0,"Escherichia coli",0,"urine",0
"Fluoroquinolones","Thailand","0%",0,0,2,"Escherichia coli",0,"urine",2
"Levofloxacin","Saudi Arabia","0%",0,0,1,"Escherichia coli",0,"urine",1
"Levofloxacin","Thailand","0%",0,0,1,"Escherichia coli",0,"urine",1
"Meropenem","Korea","100%",0,0,1,"Escherichia coli",1,"urine",0
"Meropenem","Philippines","0%",0,0,1,"Escherichia coli",0,"urine",1
"Meropenem","Saudi Arabia","100%",0,0,1,"Escherichia coli",1,"urine",0
"Meropenem","Thailand","100%",0,0,1,"Escherichia coli",1,"urine",0
"Co-trimoxazole","Thailand","",0,0,0,"Escherichia coli",0,"urine",0
"Ampicillin","Saudi Arabia","0%",0,0,1,"Escherichia coli",0,"urine",1
"Ampicillin","Thailand","",0,0,0,"Escherichia coli",0,"urine",0
"Ceftazidime","United Arab Emirates","",0,0,0,"Escherichia coli",0,"urine",0
"Ceftazidime","Korea","",0,0,0,"Escherichia coli",0,"urine",0
"Ceftazidime","Philippines","80%",0,0,5,"Escherichia coli",4,"urine",1
"Ceftazidime","Saudi Arabia","0%",0,0,1,"Escherichia coli",0,"urine",1
"Ceftazidime","Thailand","0%",0,0,2,"Escherichia coli",0,"urine",2
"Ciprofloxacin","United Arab Emirates","",0,0,0,"Escherichia coli",0,"urine",0
"Ciprofloxacin","Korea","",0,0,0,"Escherichia coli",0,"urine",0
"Ciprofloxacin","Philippines","",0,0,0,"Escherichia coli",0,"urine",0
"Colistin","Philippines","",0,0,0,"Escherichia coli",0,"urine",0
"Colistin","Thailand","",0,0,0,"Escherichia coli",0,"urine",0
"Ceftriaxone","Philippines","20%",0,0,5,"Escherichia coli",1,"urine",4
"Ceftriaxone","Saudi Arabia","",0,0,0,"Escherichia coli",0,"urine",0
"Ceftriaxone","Thailand","50%",0,0,2,"Escherichia coli",1,"urine",1
"Cefotaxime","United Arab Emirates","",0,0,0,"Escherichia coli",0,"urine",0
"Cefotaxime","Korea","100%",0,0,1,"Escherichia coli",1,"urine",0
"Ertapenem","United Arab Emirates","0%",0,0,1,"Escherichia coli",0,"urine",1
"Cefepime","United Arab Emirates","",0,0,0,"Escherichia coli",0,"urine",0
"Cefepime","Korea","",0,0,0,"Escherichia coli",0,"urine",0
"Cefepime","Thailand","50%",0,0,2,"Escherichia coli",1,"urine",1
"Imipenem","Korea","",0,0,0,"Escherichia coli",0,"urine",0
"Imipenem","Philippines","",0,0,0,"Escherichia coli",0,"urine",0
"Carbapenems","United Arab Emirates","0%",0,0,1,"Escherichia coli",0,"urine",1
"Carbapenems","Thailand","0%",0,0,2,"Escherichia coli",0,"urine",2
"Trimethoprim-sulfa","Korea","100%",0,0,1,"Escherichia coli",1,"urine",0
"Fluoroquinolones","Saudi Arabia","",0,0,0,"Escherichia coli",0,"urine",0
"Levofloxacin","Thailand","0%",0,0,1,"Escherichia coli",0,"urine",1
"Meropenem","Philippines","33%",1,0,3,"Escherichia coli",0,"urine",2
"Co-trimoxazole","Philippines","0%",0,0,4,"Escherichia coli",0,"urine",4
"Co-trimoxazole","Thailand","0%",0,0,1,"Escherichia coli",0,"urine",1
"Ampicillin","Korea","",0,0,0,"Escherichia coli",0,"urine",0
"Ampicillin","Saudi Arabia","100%",0,0,2,"Escherichia coli",2,"urine",0
"Ampicillin","Thailand","100%",0,0,1,"Escherichia coli",1,"urine",0
"Ceftazidime","Korea","100%",0,0,1,"Escherichia coli",1,"urine",0
"Ciprofloxacin","United Arab Emirates","100%",0,0,1,"Escherichia coli",1,"urine",0
"Ciprofloxacin","Korea","",0,0,0,"Escherichia coli",0,"urine",0
"Ciprofloxacin","Philippines","43%",0,0,7,"Escherichia coli",3,"urine",4
"Colistin","Korea","",0,0,0,"Escherichia coli",0,"urine",0
"Ceftriaxone","Philippines","",0,0,0,"Escherichia coli",0,"urine",0
"Cefotaxime","Korea","",0,0,0,"Escherichia coli",0,"urine",0
"Ertapenem","United Arab Emirates","0%",0,0,1,"Escherichia coli",0,"urine",1
"Ertapenem","Korea","",0,0,0,"Escherichia coli",0,"urine",0
"Ertapenem","Philippines","0%",0,0,12,"Escherichia coli",0,"urine",12
"Ertapenem","Saudi Arabia","",0,0,0,"Escherichia coli",0,"urine",0
"Ertapenem","Thailand","0%",0,0,1,"Escherichia coli",0,"urine",1
"Cefepime","United Arab Emirates","0%",0,0,1,"Escherichia coli",0,"urine",1
"Cefepime","Korea","",0,0,0,"Escherichia coli",0,"urine",0
"Imipenem","United Arab Emirates","",0,0,0,"Escherichia coli",0,"urine",0
"Imipenem","Philippines","25%",1,0,8,"Escherichia coli",1,"urine",6
"Cephalosporins","Philippines","0%",0,0,1,"Escherichia coli",0,"urine",1
"Cephalosporins","Saudi Arabia","0%",0,0,1,"Escherichia coli",0,"urine",1
"Cephalosporins","Thailand","60%",0,0,5,"Escherichia coli",3,"urine",2
"Carbapenems","United Arab Emirates","",0,0,0,"Escherichia coli",0,"urine",0
"Carbapenems","Philippines","",0,0,0,"Escherichia coli",0,"urine",0
"Carbapenems","Thailand","20%",0,0,5,"Escherichia coli",1,"urine",4
"Trimethoprim-sulfa","Korea","",0,0,0,"Escherichia coli",0,"urine",0
"Fluoroquinolones","Philippines","",0,0,0,"Escherichia coli",0,"urine",0
"Fluoroquinolones","Thailand","20%",0,0,5,"Escherichia coli",1,"urine",4
"Levofloxacin","United Arab Emirates","0%",0,0,1,"Escherichia coli",0,"urine",1
"Levofloxacin","Thailand","",0,0,0,"Escherichia coli",0,"urine",0
"Meropenem","Korea","0%",0,0,1,"Escherichia coli",0,"urine",1
"Co-trimoxazole","United Arab Emirates","",0,0,0,"Escherichia coli",0,"urine",0
"Co-trimoxazole","Saudi Arabia","0%",0,0,1,"Escherichia coli",0,"urine",1
"Ampicillin","United Arab Emirates","",0,0,0,"Escherichia coli",0,"urine",0
"Ampicillin","Korea","",0,0,0,"Escherichia coli",0,"urine",0
"Ampicillin","Philippines","20%",0,0,5,"Escherichia coli",1,"urine",4
"Ceftazidime","United Arab Emirates","100%",0,0,1,"Escherichia coli",1,"urine",0
"Ceftazidime","Philippines","0%",0,0,1,"Escherichia coli",0,"urine",1
"Ciprofloxacin","United Arab Emirates","100%",0,0,1,"Escherichia coli",1,"urine",0
"Ciprofloxacin","Philippines","67%",0,0,6,"Escherichia coli",4,"urine",2
"Colistin","United Arab Emirates","",0,0,0,"Escherichia coli",0,"urine",0
"Ceftriaxone","United Arab Emirates","0%",0,0,1,"Escherichia coli",0,"urine",1
"Ceftriaxone","Philippines","50%",0,0,2,"Escherichia coli",1,"urine",1
"Ceftriaxone","Thailand","0%",0,0,1,"Escherichia coli",0,"urine",1
"Cefotaxime","United Arab Emirates","",0,0,0,"Escherichia coli",0,"urine",0
"Cefotaxime","Korea","0%",0,0,1,"Escherichia coli",0,"urine",1
"Cefotaxime","Philippines","",0,0,0,"Escherichia coli",0,"urine",0
"Doripenem","Philippines","",0,0,0,"Escherichia coli",0,"urine",0
"Ertapenem","Philippines","0%",0,0,6,"Escherichia coli",0,"urine",6
"Cefepime","United Arab Emirates","0%",0,0,1,"Escherichia coli",0,"urine",1
"Cefepime","Philippines","57%",0,0,7,"Escherichia coli",4,"urine",3
"Imipenem","United Arab Emirates","0%",0,0,1,"Escherichia coli",0,"urine",1
"Imipenem","Korea","",0,0,0,"Escherichia coli",0,"urine",0
"Imipenem","Thailand","0%",0,0,13,"Escherichia coli",0,"urine",13
"Cephalosporins","United Arab Emirates","",0,0,0,"Escherichia coli",0,"urine",0
"Cephalosporins","Thailand","0%",0,0,12,"Escherichia coli",0,"urine",12
"Trimethoprim-sulfa","Korea","100%",0,0,5,"Escherichia coli",5,"urine",0
"Fluoroquinolones","United Arab Emirates","",0,0,0,"Escherichia coli",0,"urine",0
"Fluoroquinolones","Philippines","33%",0,0,3,"Escherichia coli",1,"urine",2
"Meropenem","Korea","",0,0,0,"Escherichia coli",0,"urine",0
"Meropenem","Philippines","0%",0,0,3,"Escherichia coli",0,"urine",3
"Meropenem","Thailand","",0,0,0,"Escherichia coli",0,"urine",0
"Co-trimoxazole","United Arab Emirates","50%",0,0,2,"Escherichia coli",1,"urine",1
"Co-trimoxazole","Thailand","",0,0,0,"Escherichia coli",0,"urine",0
"Ampicillin","United Arab Emirates","",0,0,0,"Escherichia coli",0,"urine",0
"Ampicillin","Korea","0%",0,0,5,"Escherichia coli",0,"urine",5
"Ampicillin","Philippines","",0,0,0,"Escherichia coli",0,"urine",0
"Ceftazidime","United Arab Emirates","0%",0,0,1,"Escherichia coli",0,"urine",1
"Ceftazidime","Philippines","0%",0,0,3,"Escherichia coli",0,"urine",3
"Ciprofloxacin","United Arab Emirates","100%",0,0,1,"Escherichia coli",1,"urine",0
"Ciprofloxacin","Korea","",0,0,0,"Escherichia coli",0,"urine",0
"Ciprofloxacin","Philippines","100%",1,0,1,"Escherichia coli",0,"urine",0
"Colistin","Korea","20%",0,0,5,"Escherichia coli",1,"urine",4
"Colistin","Philippines","0%",0,0,1,"Escherichia coli",0,"urine",1
"Ceftriaxone","Philippines","0%",0,0,1,"Escherichia coli",0,"urine",1
