"Species","syndrome","Country","Year","variable","n","rate_r","Prop_Syn","Dataset"
"Klebsiella pneumoniae","sep","Spain",2015,"Cephalosporins",1491,0.21,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Malta",2015,"Carbapenems",88,0.07,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Serbia",2015,"Fluoroquinolones",355,0.75,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Austria",2015,"Cephalosporins",1050,0.1,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Estonia",2015,"Fluoroquinolones",62,0.36,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Iceland",2015,"Aminoglycosides",36,0,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Belarus",2015,"Carbapenems",249,0.58,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Thailand",2015,"Aminoglycosides",2643,0.16,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Portugal",2015,"Aminoglycosides",2090,0.33,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Portugal",2015,"Carbapenems",2085,0.04,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Latvia",2015,"Aminoglycosides",113,0.43,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Latvia",2015,"Carbapenems",112,0.02,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Italy",2015,"Carbapenems",1999,0.36,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Romania",2015,"Carbapenems",271,0.34,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Netherlands",2015,"Cephalosporins",908,0.09,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Estonia",2015,"Cephalosporins",93,0.25,0.07,"RESIST"
"Klebsiella pneumoniae","sep","United Kingdom",2015,"Cephalosporins",916,0.12,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Malta",2015,"Fluoroquinolones",88,0.3,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Switzerland",2015,"Cephalosporins",905,0.07,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Bosnia and Herzegovina",2015,"Aminoglycosides",177,0.72,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Belarus",2015,"Fluoroquinolones",296,0.8,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Pakistan ",2015,"Aminoglycosides",74,0.74,0.07,"RESIST"
"Klebsiella pneumoniae","sep","France",2015,"Fluoroquinolones",2332,0.33,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Bulgaria",2015,"Carbapenems",95,0.03,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Denmark",2015,"Carbapenems",846,0,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Bulgaria",2015,"Fluoroquinolones",96,0.47,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Austria",2015,"Aminoglycosides",959,0.05,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Argentina",2015,"Fluoroquinolones",1903,0.43,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Italy",2015,"Cephalosporins",1999,0.57,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Kenya",2015,"Cephalosporins",52,0.88,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Ghana",2015,"Aminoglycosides",134,0.8,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Croatia",2015,"Fluoroquinolones",380,0.51,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Slovakia",2015,"Carbapenems",436,0.02,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Iceland",2015,"Cephalosporins",36,0,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Russia",2015,"Cephalosporins",95,0.95,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Belgium",2015,"Fluoroquinolones",379,0.25,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Thailand",2015,"Carbapenems",1783,0.04,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Bulgaria",2015,"Cephalosporins",96,0.76,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Spain",2015,"Aminoglycosides",1509,0.17,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Spain",2015,"Carbapenems",1483,0.04,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Netherlands",2015,"Carbapenems",907,0,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Estonia",2015,"Aminoglycosides",61,0.21,0.07,"RESIST"
"Klebsiella pneumoniae","sep","United Kingdom",2015,"Carbapenems",962,0,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Kenya",2015,"Fluoroquinolones",52,0.4,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Luxembourg",2015,"Carbapenems",60,0,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Switzerland",2015,"Aminoglycosides",905,0.05,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Belarus",2015,"Aminoglycosides",273,0.75,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Belgium",2015,"Cephalosporins",406,0.21,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Russia",2015,"Carbapenems",95,0.07,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Turkey",2015,"Fluoroquinolones",2518,0.48,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Portugal",2015,"Cephalosporins",2094,0.43,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Italy",2015,"Aminoglycosides",1956,0.42,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Romania",2015,"Aminoglycosides",266,0.59,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Kenya",2015,"Carbapenems",52,0.23,0.07,"RESIST"
"Klebsiella pneumoniae","sep","United Kingdom",2015,"Aminoglycosides",1070,0.1,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Argentina",2015,"Cephalosporins",1903,0.48,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Serbia",2015,"Cephalosporins",364,0.9,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Italy",2015,"Fluoroquinolones",2000,0.57,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Mexico ",2015,"Fluoroquinolones",65,0.28,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Switzerland",2015,"Carbapenems",907,0,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Belarus",2015,"Cephalosporins",273,0.88,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Slovenia",2015,"Aminoglycosides",237,0.2,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Turkey",2015,"Cephalosporins",2489,0.68,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Pakistan ",2015,"Carbapenems",74,0.42,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Argentina",2015,"Aminoglycosides",1903,0.1,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Kenya",2015,"Aminoglycosides",53,0.75,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Netherlands",2015,"Aminoglycosides",908,0.06,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Kenya",2015,"Aminopenicillins",52,1,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Serbia",2015,"Aminoglycosides",332,0.83,0.07,"RESIST"
"Klebsiella pneumoniae","sep","New Zealand",2015,"Cephalosporins",357,0.14,0.07,"RESIST"
"Klebsiella pneumoniae","sep","New Zealand",2015,"Fluoroquinolones",337,0.11,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Zimbabwe",2015,"Aminoglycosides",45,0.69,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Luxembourg",2015,"Aminoglycosides",60,0.15,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Bosnia and Herzegovina",2015,"Carbapenems",177,0.06,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Russia",2015,"Aminoglycosides",95,0.93,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Bosnia and Herzegovina",2015,"Cephalosporins",177,0.76,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Slovenia",2015,"Cephalosporins",237,0.23,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Thailand",2015,"Cephalosporins",2413,0.3,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Portugal",2015,"Fluoroquinolones",2094,0.44,0.07,"RESIST"
"Klebsiella pneumoniae","sep","South Africa",2015,"Aminoglycosides",7211,0.58,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Denmark",2015,"Aminoglycosides",938,0.03,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Argentina",2015,"Carbapenems",1903,0.14,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Serbia",2015,"Carbapenems",365,0.39,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Mexico ",2015,"Cephalosporins",95,0.53,0.07,"RESIST"
"Klebsiella pneumoniae","sep","South Africa",2015,"Cephalosporins",6232,0.67,0.07,"RESIST"
"Klebsiella pneumoniae","sep","South Africa",2015,"Fluoroquinolones",6583,0.36,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Zimbabwe",2015,"Fluoroquinolones",45,0.44,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Zimbabwe",2015,"Carbapenems",45,0,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Ireland",2015,"Fluoroquinolones",388,0.21,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Slovenia",2015,"Carbapenems",237,0.02,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Slovenia",2015,"Fluoroquinolones",237,0.26,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Pakistan ",2015,"Cephalosporins",74,0.96,0.07,"RESIST"
"Klebsiella pneumoniae","sep","New Zealand",2015,"Carbapenems",315,0,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Thailand",2015,"Fluoroquinolones",2327,0.27,0.07,"RESIST"
"Klebsiella pneumoniae","sep","South Africa",2015,"Carbapenems",7034,0.06,0.07,"RESIST"
"Klebsiella pneumoniae","sep","New Zealand",2015,"Aminoglycosides",388,0.1,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Pakistan ",2015,"Fluoroquinolones",74,0.77,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Mexico ",2015,"Carbapenems",94,0.14,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Slovakia",2015,"Aminoglycosides",475,0.7,0.07,"RESIST"
"Klebsiella pneumoniae","sep","Bosnia and Herzegovina",2015,"Fluoroquinolones",176,0.38,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Poland",2015,"Carbapenems",254,0.43,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Austria",2015,"Carbapenems",680,0.15,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Austria",2015,"Fluoroquinolones",659,0.12,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Belgium",2015,"Aminoglycosides",218,0.06,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Slovakia",2015,"Fluoroquinolones",278,0.56,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Lithuania",2015,"Carbapenems",41,0.32,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Finland",2015,"Fluoroquinolones",302,0.11,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Netherlands",2015,"Carbapenems",500,0.09,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Poland",2015,"Aminoglycosides",258,0.31,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Finland",2015,"Carbapenems",341,0.09,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Greece",2015,"Aminoglycosides",667,0.33,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Netherlands",2015,"Fluoroquinolones",502,0.09,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Italy",2015,"Fluoroquinolones",1080,0.31,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Portugal",2015,"Carbapenems",1191,0.24,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Lithuania",2015,"Fluoroquinolones",41,0.29,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Sweden",2015,"Carbapenems",398,0.09,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Sweden",2015,"Fluoroquinolones",382,0.06,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Slovakia",2015,"Carbapenems",262,0.58,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Sweden",2015,"Aminoglycosides",387,0.01,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Portugal",2015,"Fluoroquinolones",1185,0.25,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Denmark",2015,"Fluoroquinolones",420,0.06,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Greece",2015,"Carbapenems",675,0.44,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Portugal",2015,"Aminoglycosides",1191,0.14,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Serbia",2015,"Fluoroquinolones",145,0.52,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Italy",2015,"Carbapenems",1082,0.26,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Austria",2015,"Aminoglycosides",678,0.06,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Romania",2015,"Fluoroquinolones",92,0.67,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Switzerland",2015,"Carbapenems",485,0.1,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Switzerland",2015,"Fluoroquinolones",484,0.07,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Hungary",2015,"Aminoglycosides",766,0.21,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Cyprus",2015,"Aminoglycosides",43,0.05,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Czech Republic",2015,"Aminoglycosides",464,0.21,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Ireland",2015,"Carbapenems",195,0.16,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Ireland",2015,"Fluoroquinolones",194,0.13,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Romania",2015,"Carbapenems",92,0.69,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Netherlands",2015,"Aminoglycosides",502,0.03,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Norway",2015,"Carbapenems",228,0.13,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Spain",2015,"Carbapenems",872,0.27,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Spain",2015,"Fluoroquinolones",881,0.27,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Switzerland",2015,"Aminoglycosides",488,0.03,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Finland",2015,"Aminoglycosides",341,0.02,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Croatia",2015,"Carbapenems",257,0.43,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Croatia",2015,"Fluoroquinolones",256,0.36,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Turkey",2015,"Aminoglycosides",1333,0.17,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Belgium",2015,"Carbapenems",256,0.07,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Ireland",2015,"Aminoglycosides",195,0.05,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Thailand",2015,"Aminoglycosides",880,0.15,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Lithuania",2015,"Aminoglycosides",41,0.24,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Norway",2015,"Aminoglycosides",219,0.01,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Italy",2015,"Aminoglycosides",1050,0.17,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Romania",2015,"Aminoglycosides",90,0.63,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","United Kingdom",2015,"Aminoglycosides",539,0.07,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","United Kingdom",2015,"Carbapenems",499,0.03,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","United Kingdom",2015,"Fluoroquinolones",522,0.1,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Greece",2015,"Fluoroquinolones",662,0.36,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Cyprus",2015,"Carbapenems",43,0.21,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Cyprus",2015,"Fluoroquinolones",43,0.12,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Poland",2015,"Fluoroquinolones",257,0.4,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Turkey",2015,"Fluoroquinolones",1307,0.24,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Belgium",2015,"Fluoroquinolones",261,0.12,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Thailand",2015,"Carbapenems",794,0.18,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Denmark",2015,"Carbapenems",437,0.07,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Spain",2015,"Aminoglycosides",883,0.23,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Bulgaria",2015,"Fluoroquinolones",55,0.36,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Argentina",2015,"Aminoglycosides",615,0.24,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Argentina",2015,"Carbapenems",615,0.55,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Argentina",2015,"Fluoroquinolones",615,0.28,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Slovakia",2015,"Aminoglycosides",277,0.42,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Belarus",2015,"Aminoglycosides",66,0.7,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Belarus",2015,"Carbapenems",88,0.82,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Belarus",2015,"Fluoroquinolones",83,0.86,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Hungary",2015,"Carbapenems",770,0.38,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Hungary",2015,"Fluoroquinolones",769,0.26,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Czech Republic",2015,"Carbapenems",464,0.23,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Czech Republic",2015,"Fluoroquinolones",464,0.35,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Denmark",2015,"Aminoglycosides",441,0.03,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Germany",2015,"Aminoglycosides",936,0.1,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Germany",2015,"Carbapenems",941,0.18,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Germany",2015,"Fluoroquinolones",940,0.2,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Norway",2015,"Fluoroquinolones",230,0.1,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Croatia",2015,"Aminoglycosides",256,0.34,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Bosnia and Herzegovina",2015,"Aminoglycosides",71,0.37,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Bosnia and Herzegovina",2015,"Carbapenems",71,0.17,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Bosnia and Herzegovina",2015,"Fluoroquinolones",65,0.25,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Turkey",2015,"Carbapenems",1314,0.32,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Slovenia",2015,"Aminoglycosides",141,0.09,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Slovenia",2015,"Carbapenems",141,0.23,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Slovenia",2015,"Fluoroquinolones",141,0.18,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Thailand",2015,"Fluoroquinolones",830,0.15,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Mexico ",2015,"Carbapenems",57,0.35,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Serbia",2015,"Aminoglycosides",148,0.64,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Serbia",2015,"Carbapenems",148,0.54,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Ghana",2015,"Aminoglycosides",60,0.25,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Ghana",2015,"Carbapenems",60,0.07,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Ghana",2015,"Fluoroquinolones",60,0.23,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","India",2015,"Aminoglycosides",858,0.59,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","India",2015,"Carbapenems",949,0.43,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","India",2015,"Fluoroquinolones",969,0.51,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","France",2015,"Aminoglycosides",1950,0.19,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","France",2015,"Carbapenems",1925,0.21,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","France",2015,"Fluoroquinolones",1939,0.21,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","South Africa",2015,"Carbapenems",2099,0.32,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Bulgaria",2015,"Aminoglycosides",47,0.28,0.07,"RESIST"
"Pseudomonas aeruginosa","sep","Bulgaria",2015,"Carbapenems",55,0.27,0.07,"RESIST"
"Staphylococcus aureus","sep","Australia",2015,"Vancomycin",2395,0,0.25,"RESIST"
"Staphylococcus aureus","sep","Russia",2015,"Fluoroquinolones",65,0.35,0.25,"RESIST"
"Staphylococcus aureus","sep","Macedonia, FYR",2015,"Fluoroquinolones",52,0.08,0.25,"RESIST"
"Staphylococcus aureus","sep","Serbia",2015,"Fluoroquinolones",359,0.29,0.25,"RESIST"
"Staphylococcus aureus","sep","Belarus",2015,"Fluoroquinolones",300,0.32,0.25,"RESIST"
"Staphylococcus aureus","sep","Switzerland",2015,"Fluoroquinolones",1724,0.06,0.25,"RESIST"
"Staphylococcus aureus","sep","India",2015,"Vancomycin",1040,0.01,0.25,"RESIST"
"Staphylococcus aureus","sep","Bosnia and Herzegovina",2015,"Fluoroquinolones",131,0.14,0.25,"RESIST"
"Staphylococcus aureus","sep","Thailand",2015,"Vancomycin",133,0,0.25,"RESIST"
"Staphylococcus aureus","sep","Pakistan ",2015,"Vancomycin",64,0,0.25,"RESIST"
"Staphylococcus aureus","sep","Argentina",2015,"Vancomycin",3046,0,0.25,"RESIST"
"Staphylococcus aureus","sep","Mexico ",2015,"Vancomycin",62,0,0.25,"RESIST"
"Staphylococcus aureus","sep","Turkey",2015,"Fluoroquinolones",2084,0.14,0.25,"RESIST"
"Streptococcus pneumoniae","sep","United Kingdom",2015,"Penicillins",1095,0.08,0.11,"RESIST"
"Streptococcus pneumoniae","sep","Sweden",2015,"Macrolides",850,0.07,0.11,"RESIST"
"Streptococcus pneumoniae","sep","Hungary",2015,"Penicillins",181,0.07,0.11,"RESIST"
"Streptococcus pneumoniae","sep","India",2015,"Penicillins",36,0.03,0.11,"RESIST"
"Streptococcus pneumoniae","sep","Poland",2015,"Macrolides",206,0.31,0.11,"RESIST"
"Streptococcus pneumoniae","sep","Poland",2015,"Penicillins",217,0.24,0.11,"RESIST"
"Streptococcus pneumoniae","sep","Germany",2015,"Penicillins",725,0.06,0.11,"RESIST"
"Streptococcus pneumoniae","sep","Latvia",2015,"Penicillins",59,0.09,0.11,"RESIST"
"Streptococcus pneumoniae","sep","Belgium",2015,"Penicillins",1361,0.01,0.11,"RESIST"
"Streptococcus pneumoniae","sep","Germany",2015,"Macrolides",724,0.08,0.11,"RESIST"
"Streptococcus pneumoniae","sep","India",2015,"Macrolides",41,0.32,0.11,"RESIST"
"Streptococcus pneumoniae","sep","Finland",2015,"Macrolides",765,0.14,0.11,"RESIST"
"Streptococcus pneumoniae","sep","Malaysia ",2015,"Penicillins",85,0.26,0.11,"RESIST"
"Streptococcus pneumoniae","sep","Croatia",2015,"Macrolides",126,0.2,0.11,"RESIST"
"Streptococcus pneumoniae","sep","Hungary",2015,"Macrolides",170,0.11,0.11,"RESIST"
"Streptococcus pneumoniae","sep","Slovakia",2015,"Macrolides",34,0.35,0.11,"RESIST"
"Streptococcus pneumoniae","sep","France",2015,"Macrolides",1068,0.24,0.11,"RESIST"
"Streptococcus pneumoniae","sep","Czech Republic",2015,"Macrolides",284,0.07,0.11,"RESIST"
"Streptococcus pneumoniae","sep","Slovenia",2015,"Macrolides",323,0.19,0.11,"RESIST"
"Streptococcus pneumoniae","sep","Portugal",2015,"Penicillins",797,0.11,0.11,"RESIST"
"Streptococcus pneumoniae","sep","Latvia",2015,"Macrolides",58,0.07,0.11,"RESIST"
"Streptococcus pneumoniae","sep","Italy",2015,"Penicillins",389,0.12,0.11,"RESIST"
"Streptococcus pneumoniae","sep","Netherlands",2015,"Macrolides",1168,0.04,0.11,"RESIST"
"Streptococcus pneumoniae","sep","Netherlands",2015,"Penicillins",1163,0.02,0.11,"RESIST"
"Streptococcus pneumoniae","sep","Norway",2015,"Penicillins",429,0.05,0.11,"RESIST"
"Streptococcus pneumoniae","sep","Malaysia ",2015,"Macrolides",662,0.3,0.11,"RESIST"
"Streptococcus pneumoniae","sep","Austria",2015,"Macrolides",439,0.09,0.11,"RESIST"
"Streptococcus pneumoniae","sep","Estonia",2015,"Macrolides",54,0.07,0.11,"RESIST"
"Streptococcus pneumoniae","sep","Austria",2015,"Penicillins",444,0.06,0.11,"RESIST"
"Streptococcus pneumoniae","sep","Sweden",2015,"Penicillins",420,0.1,0.11,"RESIST"
"Streptococcus pneumoniae","sep","Belgium",2015,"Macrolides",1361,0.19,0.11,"RESIST"
"Streptococcus pneumoniae","sep","Lithuania",2015,"Penicillins",87,0.16,0.11,"RESIST"
"Streptococcus pneumoniae","sep","Portugal",2015,"Macrolides",822,0.17,0.11,"RESIST"
"Streptococcus pneumoniae","sep","Ireland",2015,"Penicillins",303,0.18,0.11,"RESIST"
"Streptococcus pneumoniae","sep","Spain",2015,"Macrolides",631,0.24,0.11,"RESIST"
"Streptococcus pneumoniae","sep","Spain",2015,"Penicillins",665,0.24,0.11,"RESIST"
"Streptococcus pneumoniae","sep","Lithuania",2015,"Macrolides",72,0.13,0.11,"RESIST"
"Streptococcus pneumoniae","sep","United Kingdom",2015,"Macrolides",1077,0.07,0.11,"RESIST"
"Streptococcus pneumoniae","sep","Denmark",2015,"Penicillins",747,0.05,0.11,"RESIST"
"Streptococcus pneumoniae","sep","Croatia",2015,"Penicillins",126,0.19,0.11,"RESIST"
"Streptococcus pneumoniae","sep","Argentina",2015,"Penicillins",732,0.25,0.11,"RESIST"
"Streptococcus pneumoniae","sep","Finland",2015,"Penicillins",677,0.13,0.11,"RESIST"
"Streptococcus pneumoniae","sep","Czech Republic",2015,"Penicillins",284,0.03,0.11,"RESIST"
"Streptococcus pneumoniae","sep","Thailand",2015,"Penicillins",404,0.33,0.11,"RESIST"
"Streptococcus pneumoniae","sep","Norway",2015,"Macrolides",403,0.11,0.11,"RESIST"
"Streptococcus pneumoniae","sep","France",2015,"Penicillins",1068,0.23,0.11,"RESIST"
"Streptococcus pneumoniae","sep","Bulgaria",2015,"Macrolides",33,0.21,0.11,"RESIST"
"Streptococcus pneumoniae","sep","Argentina",2015,"Macrolides",732,0.14,0.11,"RESIST"
"Streptococcus pneumoniae","sep","Italy",2015,"Macrolides",428,0.25,0.11,"RESIST"
"Streptococcus pneumoniae","sep","Denmark",2015,"Macrolides",747,0.05,0.11,"RESIST"
"Streptococcus pneumoniae","sep","Estonia",2015,"Penicillins",72,0.03,0.11,"RESIST"
"Streptococcus pneumoniae","sep","Thailand",2015,"Macrolides",569,0.3,0.11,"RESIST"
